index,mpg-city,mpg-highway,horsepower,torque
1059,22,32,170,163
1060,21,28,170,163
1061,20,28,161,161
1062,20,28,161,161
1063,18,24,244,258
1064,17,21,244,258
1065,20,28,161,161
1066,18,24,244,258
1067,17,21,244,258
1068,17,24,262,248
1069,17,24,262,248
1070,16,23,262,248
1071,17,24,262,248
1072,16,23,262,248
1073,16,22,355,350
1074,17,24,262,248
1075,16,23,262,248
1076,16,22,355,350
1077,27,33,117,106
1078,28,35,117,106
1079,27,33,117,106
1080,27,33,117,106
1081,17,24,262,248
1082,17,24,262,248
1083,16,22,262,248
1084,16,22,355,350
1085,17,24,262,248
1086,16,22,262,248
1087,16,22,355,350
1088,17,24,262,248
1089,16,22,262,248
1090,16,22,355,350
1091,20,28,161,161
1092,20,28,161,161
1093,18,25,244,258
1094,17,23,244,258
1095,18,25,244,258
1096,17,23,244,258
1097,23,31,165,146
1098,22,31,176,168
1099,22,31,170,163
1100,21,28,176,168
1101,21,28,170,163
1102,21,28,176,168
1103,22,31,170,163
1104,20,27,165,146
1105,21,28,170,163
1106,22,31,176,168
1107,11,20,430,316
1108,12,19,525,391
1109,17,24,262,248
1110,17,24,262,248
1111,16,22,262,248
1112,16,22,355,350
1113,17,24,262,248
1114,16,22,262,248
1115,16,22,355,350
1116,17,24,273,270
1117,16,22,273,270
1118,17,24,273,270
1119,16,22,273,270
1120,17,24,273,270
1121,16,22,273,270
1122,18,26,200,207
1123,20,25,200,207
1124,20,25,200,207
1125,20,25,200,207
1126,14,19,280,265
1127,18,25,225,406
1128,14,21,382,391
1129,11,17,510,612
1130,11,18,518,465
1131,11,17,621,738
1132,18,28,230,200
1133,18,27,230,200
1134,19,28,300,300
1135,12,18,510,612
1136,15,21,536,590
1137,15,23,429,516
1138,12,18,621,738
1139,18,25,300,300
1140,18,25,300,300
1141,18,28,230,200
1142,18,28,230,200
1143,23,31,176,168
1144,22,30,176,168
1145,21,28,170,163
1146,21,28,176,168
1147,21,28,176,168
1148,21,28,170,163
1149,23,31,170,163
1150,23,31,176,168
1151,23,31,170,163
1152,20,28,300,300
1153,18,28,230,200
1154,18,28,230,200
1155,14,21,382,391
1156,12,18,507,465
1157,16,26,430,424
1158,15,25,430,424
1159,16,26,430,424
1160,15,25,430,424
1161,16,26,430,424
1162,15,25,430,424
1163,16,26,430,424
1164,15,25,430,424
1165,12,18,507,465
1166,16,26,430,424
1167,15,25,430,424
1168,16,26,430,424
1169,15,25,430,424
1170,16,26,430,424
1171,15,25,430,424
1172,16,26,430,424
1173,15,25,430,424
1174,17,25,265,262
1175,20,28,162,162
1176,20,28,162,162
1177,20,28,162,162
1178,20,28,162,162
1179,20,28,162,162
1180,20,28,162,162
1181,20,28,162,162
1182,17,25,265,262
1183,16,24,265,262
1184,20,28,162,162
1185,20,27,162,162
1186,20,27,162,162
1187,16,25,265,262
1188,16,26,430,424
1189,15,25,430,424
1190,16,26,430,424
1191,15,25,430,424
1192,16,26,430,424
1193,15,25,430,424
1194,16,26,430,424
1195,15,25,430,424
1196,22,28,179,172
1197,21,27,179,172
1198,19,27,269,246
1199,19,26,269,246
1200,22,28,179,172
1201,21,27,179,172
1202,19,27,269,246
1203,19,26,269,246
1204,22,28,179,172
1205,21,27,179,172
1206,19,27,269,246
1207,19,26,269,246
1208,20,27,162,162
1209,20,27,162,162
1210,16,24,265,262
1211,16,26,430,424
1212,15,25,430,424
1213,16,26,430,424
1214,15,25,430,424
1215,16,26,430,424
1216,15,25,430,424
1217,16,26,430,424
1218,15,25,430,424
1219,20,27,162,162
1220,16,24,265,262
1221,16,24,265,262
1222,19,26,162,162
1223,15,21,225,255
1224,15,21,225,255
1225,15,19,225,255
1226,15,21,225,255
1227,15,21,225,255
1228,15,19,225,255
1229,21,30,160,157
1230,21,30,160,157
1231,21,30,160,157
1232,21,30,160,157
1233,14,19,556,551
1234,12,18,556,551
1235,24,33,148,146
1236,24,33,148,146
1237,22,31,168,167
1238,22,31,152,146
1239,20,28,168,167
1240,22,31,152,146
1241,16,21,260,257
1242,14,19,556,551
1243,12,18,556,551
1244,12,18,556,551
1245,14,19,556,551
1246,14,19,556,551
1247,12,18,556,551
1248,16,26,270,223
1249,18,27,270,223
1250,18,27,270,223
1251,16,26,270,223
1252,18,27,270,223
1253,18,27,270,223
1254,18,27,270,223
1255,16,25,304,273
1256,18,27,304,273
1257,18,27,270,223
1258,16,25,304,273
1259,18,27,304,273
1260,18,27,304,273
1261,16,26,270,223
1262,14,20,310,327
1263,14,19,310,327
1264,13,18,381,401
1265,12,17,381,401
1266,14,18,381,401
1267,13,18,381,401
1268,12,17,381,401
1269,14,18,381,401
1270,13,18,381,401
1271,12,17,381,401
1272,17,26,230,200
1273,17,26,300,300
1274,17,26,300,300
1275,18,27,230,200
1276,17,24,297,253
1277,16,23,297,253
1278,17,24,297,253
1279,16,23,297,253
1280,15,22,382,391
1281,17,25,268,258
1282,17,26,230,200
1283,19,28,300,300
1284,18,27,230,200
1285,18,26,320,332
1286,19,28,300,300
1287,17,24,297,253
1288,16,23,297,253
1289,17,24,297,253
1290,16,23,297,253
1291,15,23,382,391
1292,17,26,268,258
1293,17,26,268,258
1294,15,23,382,391
1295,16,26,430,424
1296,15,25,430,424
1297,16,26,430,424
1298,15,25,430,424
1299,16,26,430,424
1300,15,25,430,424
1301,16,26,430,424
1302,15,25,430,424
1303,17,24,268,258
1304,15,23,382,391
1305,16,24,382,391
1306,18,26,268,258
1307,13,20,518,465
1308,18,28,230,200
1309,17,25,300,300
1310,17,25,230,200
1311,17,26,300,300
1312,17,26,300,300
1313,18,28,230,200
1314,17,25,230,200
1315,16,25,300,300
1316,14,21,638,604
1317,14,21,638,604
1318,14,20,638,604
1319,14,20,638,604
1320,14,20,638,604
1321,14,20,638,604
1322,21,28,200,180
1323,24,31,140,147
1324,16,26,430,424
1325,15,25,430,424
1326,16,26,430,424
1327,15,25,430,424
1328,16,26,430,424
1329,15,25,430,424
1330,16,26,430,424
1331,15,25,430,424
1332,18,27,300,300
1333,18,28,230,200
1334,17,25,230,200
1335,19,28,300,300
1336,18,28,230,200
1337,17,26,230,200
1338,18,26,320,332
1339,19,26,300,300
1340,19,28,300,300
1341,16,26,430,424
1342,15,25,430,424
1343,16,26,430,424
1344,15,25,430,424
1345,16,26,430,424
1346,15,25,430,424
1347,16,26,430,424
1348,15,25,430,424
1349,15,23,382,391
1350,15,23,382,391
1351,17,24,268,258
1352,13,20,518,465
1353,22,33,210,400
1354,17,24,268,258
1355,16,26,430,424
1356,15,25,430,424
1357,16,26,430,424
1358,15,25,430,424
1359,16,26,430,424
1360,15,25,430,424
1361,16,26,430,424
1362,15,25,430,424
1363,16,23,268,258
1364,11,15,382,391
1365,11,15,500,516
1366,11,15,382,391
1367,11,13,500,516
1368,16,26,430,424
1369,15,25,430,424
1370,16,26,430,424
1371,15,25,430,424
1372,16,26,430,424
1373,15,25,430,424
1374,16,26,430,424
1375,15,25,430,424
1376,16,26,430,424
1377,15,25,430,424
1378,16,26,430,424
1379,15,25,430,424
1380,16,26,430,424
1381,15,25,430,424
1382,16,26,430,424
1383,15,25,430,424
1384,16,26,430,424
1385,15,25,430,424
1386,16,26,430,424
1387,15,25,430,424
1388,16,26,430,424
1389,15,25,430,424
1390,16,26,430,424
1391,15,25,430,424
1392,16,26,270,223
1393,18,27,270,223
1394,14,18,403,417
1395,16,26,270,223
1396,18,27,270,223
1397,18,27,270,223
1398,18,27,270,223
1399,16,25,304,273
1400,18,27,304,273
1401,16,25,304,273
1402,18,27,304,273
1403,18,27,304,273
1404,18,27,304,273
1405,17,23,291,300
1406,16,22,291,300
1407,24,32,148,145
1408,22,31,168,167
1409,20,27,168,167
1410,19,26,230,215
1411,18,24,230,215
1412,19,25,230,215
1413,18,24,230,215
1414,18,27,304,273
1415,18,27,304,273
1416,16,25,304,273
1417,18,27,304,273
1418,18,27,304,273
1419,16,25,304,273
1420,18,27,304,273
1421,18,27,304,273
1422,14,19,310,327
1423,14,19,381,401
1424,13,18,310,327
1425,13,18,381,401
1426,13,18,381,401
1427,14,19,381,401
1428,13,18,381,401
1429,13,18,381,401
1430,14,19,381,401
1431,13,18,381,401
1432,13,18,381,401
1433,24,31,148,145
1434,15,23,275,295
1435,15,23,275,295
1436,15,23,275,295
1437,15,23,292,288
1438,17,24,297,253
1439,17,24,297,253
1440,17,24,297,253
1441,17,24,297,253
1442,17,26,300,300
1443,17,25,300,300
1444,18,28,230,200
1445,23,36,265,425
1446,17,25,230,200
1447,16,25,300,300
1448,17,25,230,200
1449,18,28,230,200
1450,17,26,300,300
1451,17,23,210,400
1452,13,17,335,339
1453,12,17,382,391
1454,24,31,140,147
1455,21,28,200,180
1456,12,17,382,391
1457,13,18,335,339
1458,17,21,210,400
1459,26,31,122,127
1460,24,32,122,127
1461,24,32,122,127
1462,26,31,122,127
1463,16,22,268,258
1464,16,21,268,258
1465,16,21,268,258
1466,16,23,268,258
1467,23,36,265,425
1468,18,27,300,300
1469,18,28,230,200
1470,17,26,230,200
1471,17,25,230,200
1472,18,28,230,200
1473,19,28,300,300
1474,19,26,300,300
1475,19,28,300,300
1476,23,28,171,171
1477,21,28,171,171
1478,20,27,171,171
1479,21,28,171,171
1480,14,19,240,223
1481,20,27,171,171
1482,13,17,240,223
1483,21,28,171,171
1484,14,19,240,223
1485,20,27,171,171
1486,13,17,240,223
1487,23,28,171,171
1488,21,28,171,171
1489,22,26,171,171
1490,21,28,171,171
1491,19,25,240,223
1492,22,26,171,171
1493,13,17,240,223
1494,21,28,171,171
1495,19,25,240,223
1496,22,26,171,171
1497,18,24,210,400
1498,14,19,268,258
1499,18,24,210,400
1500,15,19,268,258
1501,25,36,138,123
1502,22,35,138,123
1503,26,38,138,148
1504,26,38,138,148
1505,28,42,138,148
1506,26,39,138,148
1507,26,38,138,148
1508,26,38,138,148
1509,26,38,138,148
1510,17,25,230,200
1511,17,26,230,200
1512,17,25,230,200
1513,18,27,230,200
1514,26,36,136,123
1515,22,35,136,123
1516,24,36,138,148
1517,28,42,138,148
1518,26,37,138,148
1519,24,36,138,148
1520,24,36,138,148
1521,18,25,265,223
1522,18,25,265,223
1523,18,25,265,223
1524,17,23,265,223
1525,18,25,265,223
1526,17,23,265,223
1527,17,23,265,223
1528,22,28,171,171
1529,21,28,171,171
1530,22,26,171,171
1531,21,28,171,171
1532,19,25,240,223
1533,22,26,171,171
1534,13,17,240,223
1535,21,28,171,171
1536,19,25,240,223
1537,22,26,171,171
1538,13,17,240,223
1539,24,32,122,127
1540,26,31,122,127
1541,24,32,122,127
1542,26,34,107,111
1543,25,33,107,111
1544,26,34,107,111
1545,13,18,403,417
1546,10,15,403,417
1547,9,13,403,417
1548,10,15,403,417
1549,13,18,403,417
1550,10,15,403,417
1551,13,18,403,417
1552,26,31,122,127
1553,26,33,107,111
1554,24,32,122,127
1555,26,34,107,111
1556,24,32,122,127
1557,26,34,107,111
1558,17,26,230,200
1559,18,27,230,200
1560,17,25,230,200
1561,17,26,230,200
1562,14,20,403,417
1563,10,15,403,417
1564,14,20,403,417
1565,10,15,403,417
1566,10,16,403,417
1567,10,15,403,417
1568,14,20,403,417
1569,13,20,403,417
1570,20,23,332,367
1571,20,23,332,367
1572,20,23,332,367
1573,20,23,332,367
1574,20,31,173,166
1575,21,30,173,166
1576,19,29,283,260
1577,20,31,173,166
1578,21,28,180,161
1579,21,27,180,161
1580,21,28,180,161
1581,21,27,180,161
1582,21,28,180,161
1583,21,27,180,161
1584,21,28,180,161
1585,21,27,180,161
1586,21,30,173,166
1587,21,30,173,166
1588,21,30,173,166
1589,21,28,180,161
1590,21,27,180,161
1591,21,28,180,161
1592,21,27,180,161
1593,21,28,180,161
1594,21,27,180,161
1595,21,22,332,367
1596,21,22,332,367
1597,15,23,275,295
1598,15,23,275,295
1599,15,23,275,295
1600,15,22,292,288
1601,20,25,166,161
1602,19,24,166,161
1603,20,25,166,161
1604,19,24,166,161
1605,18,25,265,223
1606,18,25,265,223
1607,17,23,265,223
1608,18,25,265,223
1609,17,23,265,223
1610,15,22,300,295
1611,18,25,265,223
1612,17,23,265,223
1613,15,22,300,295
1614,10,15,403,417
1615,10,14,403,417
1616,10,15,403,417
1617,10,14,403,417
1618,10,15,403,417
1619,10,14,403,417
1620,10,15,403,417
1621,13,18,403,417
1622,16,20,261,281
1623,16,22,261,281
1624,15,20,261,281
1625,15,20,261,281
1626,16,22,261,281
1627,16,20,261,281
1628,15,20,261,281
1629,15,20,261,281
1630,15,20,261,281
1631,15,21,261,281
1632,16,20,261,281
1633,16,20,261,281
1634,15,20,261,281
1635,15,21,261,281
1636,16,20,261,281
1637,15,21,261,281
1638,23,31,175,180
1639,18,27,270,258
1640,16,25,300,300
1641,18,27,230,200
1642,15,23,360,360
1643,18,28,230,200
1644,17,25,300,300
1645,17,25,230,200
1646,15,22,360,360
1647,17,25,230,200
1648,17,26,300,300
1649,17,26,300,300
1650,13,18,382,391
1651,18,25,210,400
1652,11,15,503,465
1653,15,20,268,258
1654,16,21,268,258
1655,16,20,268,258
1656,17,25,300,300
1657,18,25,210,400
1658,17,25,230,200
1659,13,18,382,391
1660,15,22,360,360
1661,21,28,200,180
1662,24,31,140,147
1663,24,32,122,127
1664,26,31,122,127
1665,19,24,187,186
1666,18,24,266,245
1667,19,24,187,186
1668,18,24,266,245
1669,16,22,266,245
1670,18,24,266,245
1671,18,24,266,245
1672,18,24,266,245
1673,16,22,266,245
1674,18,24,266,245
1675,18,24,266,245
1676,16,22,266,245
1677,15,22,400,450
1678,20,30,300,300
1679,19,28,300,300
1680,17,25,400,450
1681,27,36,109,107
1682,14,22,382,391
1683,12,19,518,465
1684,12,18,604,738
1685,18,26,228,221
1686,18,25,300,265
1687,14,22,355,376
1688,17,26,228,221
1689,19,25,300,265
1690,19,26,228,221
1691,16,23,273,270
1692,17,25,355,350
1693,17,24,273,270
1694,17,24,273,270
1695,17,25,355,350
1696,16,23,273,270
1697,16,24,300,300
1698,16,23,300,300
1699,19,26,228,221
1700,16,21,355,350
1701,16,22,268,267
1702,17,23,268,267
1703,17,23,268,267
1704,16,22,268,267
1705,16,22,355,350
1706,19,26,305,280
1707,17,23,305,280
1708,17,23,265,250
1709,18,25,265,250
1710,14,20,403,417
1711,10,15,403,417
1712,10,16,403,417
1713,13,20,403,417
1714,14,20,403,417
1715,10,15,403,417
1716,14,20,403,417
1717,13,20,403,417
1718,18,27,263,249
1719,17,24,263,249
1720,17,24,263,249
1721,18,21,263,249
1722,16,22,273,270
1723,15,21,273,270
1724,16,22,273,270
1725,15,21,273,270
1726,16,22,273,270
1727,15,21,273,270
1728,17,23,266,245
1729,17,23,266,245
1730,17,23,266,245
1731,16,21,266,245
1732,17,23,266,245
1733,17,23,266,245
1734,17,23,266,245
1735,17,23,266,245
1736,16,21,266,245
1737,20,25,166,161
1738,19,24,166,161
1739,20,25,166,161
1740,18,23,166,161
1741,19,24,166,161
1742,18,23,166,161
1743,20,25,166,161
1744,29,35,100,98
1745,27,33,100,98
1746,29,35,100,98
1747,27,33,100,98
1748,25,33,148,135
1749,25,33,148,135
1750,24,33,148,135
1751,25,33,148,135
1752,24,33,148,135
1753,20,28,167,168
1754,22,29,167,168
1755,20,28,167,168
1756,20,29,167,168
1757,20,28,167,168
1758,22,29,167,168
1759,20,28,167,168
1760,22,29,167,168
1761,18,25,290,255
1762,20,28,240,270
1763,17,23,290,255
1764,18,25,290,255
1765,20,28,240,270
1766,17,23,290,255
1767,18,25,290,255
1768,20,28,240,270
1769,17,23,290,255
1770,21,29,167,168
1771,22,29,167,168
1772,21,29,167,168
1773,22,29,167,168
1774,17,25,290,255
1775,17,23,290,255
1776,17,25,290,255
1777,17,23,290,255
1778,17,25,290,255
1779,17,23,290,255
1780,25,33,148,135
1781,25,33,148,135
1782,24,33,148,135
1783,25,33,148,135
1784,24,33,148,135
1785,21,29,167,168
1786,22,29,167,168
1787,21,29,167,168
1788,22,29,167,168
1789,18,25,263,280
1790,18,25,263,280
1791,14,20,210,254
1792,13,19,210,254
1793,13,19,210,254
1794,14,19,292,315
1795,14,20,210,254
1796,13,19,210,254
1797,14,19,292,315
1798,14,20,210,254
1799,13,19,210,254
1800,13,19,210,254
1801,14,19,292,315
1802,21,28,157,163
1803,21,28,157,163
1804,21,28,157,163
1805,21,28,157,163
1806,22,28,153,148
1807,21,27,153,148
1808,21,27,153,148
1809,21,27,153,148
1810,17,23,250,253
1811,16,22,250,253
1812,17,23,250,253
1813,16,22,250,253
1814,17,23,250,253
1815,16,22,250,253
1816,17,23,250,253
1817,16,22,250,253
1818,21,30,170,167
1819,22,31,170,167
1820,22,31,170,167
1821,22,31,170,167
1822,22,31,170,167
1823,18,27,272,269
1824,18,27,272,269
1825,18,27,270,223
1826,18,26,270,223
1827,18,27,270,223
1828,18,26,270,223
1829,18,27,270,223
1830,18,26,270,223
1831,18,26,304,273
1832,18,26,304,273
1833,18,26,304,273
1834,18,26,304,273
1835,9,13,310,365
1836,13,18,310,365
1837,10,15,310,365
1838,14,20,310,365
1839,9,13,310,365
1840,14,20,310,365
1841,12,17,239,287
1842,12,17,239,287
1843,16,24,239,287
1844,12,17,239,287
1845,18,26,228,221
1846,19,28,300,300
1847,15,22,400,450
1848,15,22,400,450
1849,16,21,303,262
1850,16,21,303,262
1851,14,20,390,369
1852,18,26,228,221
1853,18,25,228,221
1854,18,27,270,223
1855,18,26,270,223
1856,18,27,270,223
1857,18,26,270,223
1858,18,27,270,223
1859,18,26,270,223
1860,18,26,304,273
1861,18,26,304,273
1862,18,26,304,273
1863,18,26,304,273
1864,16,23,303,262
1865,16,21,303,262
1866,14,20,390,369
1867,18,26,228,221
1868,27,32,302,258
1869,18,27,302,272
1870,18,27,302,272
1871,18,27,302,272
1872,18,27,302,272
1873,18,27,302,272
1874,17,25,303,262
1875,24,32,158,141
1876,24,32,158,141
1877,23,29,172,165
1878,18,26,228,221
1879,23,31,158,141
1880,23,31,158,141
1881,23,29,172,165
1882,23,29,172,165
1883,23,31,158,141
1884,23,31,158,141
1885,15,22,400,450
1886,15,22,400,450
1887,19,27,300,300
1888,20,30,300,300
1889,18,27,305,268
1890,15,24,379,410
1891,14,23,470,470
1892,14,21,360,360
1893,17,25,303,262
1894,16,22,303,262
1895,16,21,325,336
1896,14,20,325,336
1897,17,25,250,250
1898,13,19,425,420
1899,16,25,372,400
1900,18,26,330,270
1901,17,24,330,270
1902,16,25,420,417
1903,16,23,420,417
1904,21,27,182,182
1905,20,25,182,182
1906,19,26,268,246
1907,18,25,268,246
1908,18,26,330,270
1909,17,24,330,270
1910,16,24,420,417
1911,16,23,420,417
1912,18,27,302,272
1913,18,27,302,272
1914,18,27,302,272
1915,18,27,302,272
1916,18,27,302,272
1917,15,24,320,315
1918,15,24,320,315
1919,15,22,320,315
1920,10,15,310,365
1921,13,18,310,365
1922,10,15,310,365
1923,9,13,310,365
1924,10,15,310,365
1925,13,18,310,365
1926,10,15,310,365
1927,9,13,310,365
1928,14,20,310,365
1929,9,13,310,365
1930,10,15,310,365
1931,13,18,310,365
1932,14,20,310,365
1933,9,13,310,365
1934,10,15,310,365
1935,14,20,310,365
1936,18,27,292,260
1937,16,25,370,395
1938,18,27,292,260
1939,21,30,170,167
1940,22,31,170,167
1941,22,31,170,167
1942,22,31,170,167
1943,22,31,170,167
1944,18,27,272,269
1945,18,27,272,269
1946,17,24,288,270
1947,16,23,288,270
1948,17,24,288,270
1949,16,23,288,270
1950,17,24,288,270
1951,16,23,288,270
1952,17,24,288,270
1953,16,23,288,270
1954,17,24,288,270
1955,16,23,288,270
1956,20,29,170,167
1957,20,29,170,167
1958,21,29,170,167
1959,20,29,170,167
1960,21,30,170,167
1961,21,30,170,167
1962,21,30,170,167
1963,17,25,272,269
1964,17,25,272,269
1965,17,25,250,250
1966,17,23,250,250
1967,17,23,250,250
1968,13,19,425,420
1969,16,23,368,395
1970,16,25,368,395
1971,16,23,368,395
1972,17,23,250,250
1973,17,25,250,250
1974,16,23,290,260
1975,16,22,290,260
1976,16,22,290,260
1977,16,23,290,260
1978,16,23,290,260
1979,14,20,310,365
1980,9,13,310,365
1981,9,13,310,365
1982,9,13,310,365
1983,14,20,310,365
1984,9,13,310,365
1985,14,20,310,365
1986,9,13,310,365
1987,9,13,310,365
1988,9,13,310,365
1989,9,13,310,365
1990,12,17,310,365
1991,9,13,310,365
1992,12,17,310,365
1993,9,13,310,365
1994,12,17,310,365
1995,14,20,310,365
1996,12,17,310,365
1997,9,13,310,365
1998,12,17,310,365
1999,22,28,167,140
2000,21,28,158,140
2001,21,28,167,140
2002,21,28,158,140
2003,21,28,167,140
2004,21,28,167,140
2005,21,28,167,140
2006,21,28,158,140
2007,21,28,167,140
2008,21,28,158,140
2009,21,28,167,140
2010,21,28,158,140
2011,22,28,167,140
2012,21,28,167,140
2013,21,28,167,140
2014,21,28,167,140
2015,21,28,167,140
2016,21,28,167,140
2017,21,28,167,140
2018,21,28,167,140
2019,21,28,167,140
2020,21,28,167,140
2021,16,22,232,159
2022,16,23,212,159
2023,16,22,232,159
2024,16,23,212,159
2025,16,22,232,159
2026,20,29,218,187
2027,20,29,218,187
2028,19,27,218,187
2029,16,22,232,159
2030,16,23,212,159
2031,16,22,232,159
2032,16,23,212,159
2033,16,22,232,159
2034,21,29,182,182
2035,20,28,182,182
2036,19,26,268,246
2037,18,25,268,246
2038,29,36,106,103
2039,29,35,106,103
2040,15,22,182,172
2041,20,29,182,172
2042,15,22,182,172
2043,20,29,182,172
2044,17,24,264,222
2045,22,32,182,172
2046,20,29,182,172
2047,12,18,264,222
2048,12,17,264,222
2049,15,22,182,172
2050,20,29,182,172
2051,17,24,264,222
2052,12,17,264,222
2053,16,23,264,222
2054,29,36,106,103
2055,29,35,106,103
2056,23,31,170,175
2057,29,36,106,103
2058,29,35,106,103
2059,13,19,317,385
2060,22,32,182,172
2061,20,29,182,172
