index,mpg-city,mpg-highway,horsepower,torque
2062,22,32,182,172
2063,20,29,182,172
2064,17,24,264,222
2065,16,22,264,222
2066,12,18,264,222
2067,12,17,264,222
2068,22,32,182,172
2069,20,29,182,172
2070,17,24,264,222
2071,16,22,264,222
2072,12,18,264,222
2073,12,17,264,222
2074,22,32,182,172
2075,20,29,182,172
2076,17,24,264,222
2077,16,22,264,222
2078,17,24,264,222
2079,12,17,264,222
2080,29,36,106,103
2081,29,35,106,103
2082,29,36,106,103
2083,29,35,106,103
2084,21,27,136,128
2085,21,27,136,128
2086,22,27,136,128
2087,22,27,136,128
2088,21,26,136,128
2089,21,26,136,128
2090,21,26,136,128
2091,21,26,136,128
2092,22,25,136,128
2093,22,25,136,128
2094,22,25,136,128
2095,22,25,136,128
2096,12,18,317,385
2097,13,19,317,385
2098,12,17,224,265
2099,12,18,317,385
2100,9,13,317,385
2101,12,18,317,385
2102,18,25,385,310
2103,18,25,345,288
2104,18,25,385,310
2105,18,24,345,288
2106,18,25,345,288
2107,16,24,500,480
2108,17,25,385,310
2109,18,25,408,310
2110,17,25,325,267
2111,16,24,325,267
2112,9,13,317,385
2113,9,13,317,385
2114,12,18,317,385
2115,12,18,317,385
2116,23,28,171,171
2117,21,28,171,171
2118,20,26,171,171
2119,21,28,171,171
2120,20,26,171,171
2121,21,28,171,171
2122,20,26,171,171
2123,14,19,240,223
2124,13,17,240,223
2125,9,13,317,385
2126,9,13,317,385
2127,22,28,171,171
2128,21,28,171,171
2129,20,26,171,171
2130,21,28,171,171
2131,20,26,171,171
2132,21,28,171,171
2133,20,26,171,171
2134,19,25,240,223
2135,18,23,240,223
2136,29,36,106,103
2137,29,35,106,103
2138,30,38,106,103
2139,30,35,106,103
2140,30,35,106,103
2141,16,24,500,480
2142,18,25,345,288
2143,18,26,385,310
2144,17,25,385,310
2145,18,26,345,288
2146,17,25,408,310
2147,14,20,360,390
2148,16,22,290,260
2149,16,22,290,260
2150,16,23,290,260
2151,13,20,360,390
2152,17,25,283,260
2153,17,25,283,260
2154,17,25,283,260
2155,17,25,283,260
2156,17,25,283,260
2157,15,20,210,235
2158,14,20,357,389
2159,14,19,210,235
2160,13,19,357,389
2161,14,20,357,389
2162,13,19,357,389
2163,23,29,158,141
2164,22,28,172,165
2165,17,24,288,270
2166,16,23,288,270
2167,17,24,288,270
2168,16,23,288,270
2169,17,24,288,270
2170,16,23,288,270
2171,17,24,288,270
2172,16,23,288,270
2173,18,25,185,190
2174,18,25,185,190
2175,18,24,185,190
2176,17,23,242,242
2177,22,32,182,172
2178,17,23,242,242
2179,20,29,182,172
2180,18,25,185,190
2181,18,25,185,190
2182,18,24,185,190
2183,17,23,185,190
2184,17,23,242,242
2185,22,32,182,172
2186,17,23,242,242
2187,20,29,182,172
2188,18,25,185,190
2189,18,25,185,190
2190,18,25,185,190
2191,17,23,185,190
2192,17,23,242,242
2193,22,32,182,172
2194,17,23,242,242
2195,20,29,182,172
2196,18,25,185,190
2197,18,25,185,190
2198,18,24,185,190
2199,17,23,185,190
2200,17,23,242,242
2201,14,20,300,320
2202,17,23,242,242
2203,18,25,185,190
2204,18,25,185,190
2205,14,20,300,320
2206,16,21,242,242
2207,14,19,300,320
2208,17,23,242,242
2209,20,29,182,172
2210,18,25,185,190
2211,22,32,182,172
2212,17,23,242,242
2213,17,23,242,242
2214,14,20,300,320
2215,14,19,300,320
2216,17,23,242,242
2217,16,21,242,242
2218,14,20,300,320
2219,14,19,300,320
2220,17,23,185,190
2221,17,25,325,267
2222,16,24,325,267
2223,17,23,250,253
2224,16,22,250,253
2225,17,23,250,253
2226,17,23,250,253
2227,16,22,250,253
2228,17,23,250,253
2229,16,22,250,253
2230,30,35,106,103
2231,30,35,106,103
2232,30,38,106,103
2233,30,35,106,103
2234,20,25,187,186
2235,18,24,270,248
2236,17,22,270,248
2237,20,25,187,186
2238,18,24,270,248
2239,17,22,270,248
2240,18,24,270,248
2241,17,22,270,248
2242,17,25,251,259
2243,16,23,197,230
2244,17,24,175,205
2245,17,24,175,205
2246,16,23,197,230
2247,23,29,158,141
2248,23,28,172,165
2249,23,28,172,165
2250,23,29,158,141
2251,23,28,172,165
2252,23,28,172,165
2253,20,29,182,172
2254,23,28,172,165
2255,19,26,173,166
2256,16,24,280,260
2257,16,24,280,260
2258,16,24,280,260
2259,17,25,325,267
2260,16,24,325,267
2261,19,27,328,269
2262,19,27,328,269
2263,18,25,328,269
2264,17,25,328,269
2265,15,22,360,360
2266,19,27,328,269
2267,18,25,328,269
2268,17,25,328,269
2269,15,22,400,450
2270,14,21,400,450
2271,14,20,400,450
2272,14,20,400,450
2273,13,19,535,550
2274,14,21,400,450
2275,15,22,400,450
2276,22,32,182,172
2277,20,29,182,172
2278,22,32,182,172
2279,22,32,182,172
2280,20,29,182,172
2281,22,32,182,172
2282,20,29,182,172
2283,20,29,182,172
2284,14,20,400,450
2285,13,19,535,550
2286,14,22,400,450
2287,14,20,400,450
2288,15,22,400,450
2289,17,25,315,330
2290,17,25,315,330
2291,14,20,400,450
2292,19,25,173,166
2293,15,23,235,232
2294,15,23,235,232
2295,15,23,235,232
2296,16,24,235,232
2297,16,24,235,232
2298,16,24,235,232
2299,17,24,455,515
2300,17,24,455,515
2301,16,21,260,265
2302,16,21,260,265
2303,16,21,260,265
2304,15,21,260,265
2305,16,21,260,265
2306,17,24,455,515
2307,15,21,260,265
2308,14,20,500,516
2309,14,22,500,516
2310,14,22,500,516
2311,14,20,500,516
2312,19,27,272,254
2313,16,22,210,235
2314,16,22,210,235
2315,16,21,260,265
2316,15,21,210,235
2317,16,22,210,235
2318,15,21,210,235
2319,16,21,260,265
2320,15,21,210,235
2321,16,20,260,265
2322,16,20,260,265
2323,15,20,195,260
2324,13,18,310,334
2325,13,17,310,334
2326,19,27,330,270
2327,19,27,330,270
2328,18,25,330,270
2329,17,25,330,270
2330,17,25,348,276
2331,22,32,182,172
2332,20,29,182,172
2333,22,32,182,172
2334,20,29,182,172
2335,12,18,264,222
2336,16,22,264,222
2337,22,32,182,172
2338,20,29,182,172
2339,12,18,264,222
2340,16,22,264,222
2341,22,32,182,172
2342,20,29,182,172
2343,20,29,182,172
2344,17,24,264,222
2345,16,21,260,265
2346,16,21,260,265
2347,11,16,320,335
2348,15,21,320,335
2349,14,18,403,417
2350,11,16,320,335
2351,11,16,320,335
2352,13,18,403,417
2353,18,25,345,288
2354,18,25,385,310
2355,16,24,500,480
2356,18,25,345,288
2357,18,25,385,310
2358,18,25,385,310
2359,18,25,345,288
2360,15,21,320,335
2361,11,16,320,335
2362,14,18,403,417
2363,15,21,320,335
2364,15,21,320,335
2365,10,15,403,417
2366,19,27,330,270
2367,19,27,330,270
2368,18,25,330,270
2369,17,25,330,270
2370,15,21,320,335
2371,15,21,320,335
2372,10,16,352,382
2373,10,15,352,382
2374,15,21,320,335
2375,15,21,320,335
2376,10,16,352,382
2377,10,15,352,382
2378,14,18,403,417
2379,13,18,403,417
2380,19,27,348,276
2381,11,16,320,335
2382,11,16,320,335
2383,10,16,352,382
2384,10,15,352,382
2385,15,21,320,335
2386,11,16,320,335
2387,10,16,352,382
2388,10,15,352,382
2389,14,20,403,417
2390,10,15,403,417
2391,12,18,320,393
2392,12,17,320,393
2393,14,20,400,413
2394,14,20,400,413
2395,16,21,300,270
2396,16,21,300,270
2397,19,24,240,260
2398,17,22,240,260
2399,19,24,240,260
2400,17,22,240,260
2401,13,20,414,295
2402,16,23,300,270
2403,16,23,300,270
2404,13,20,414,295
2405,16,22,300,271
2406,17,24,300,271
2407,18,26,280,254
2408,17,25,305,273
2409,17,25,305,273
2410,14,20,414,295
2411,14,20,414,295
2412,18,26,280,254
2413,17,25,305,273
2414,17,25,305,273
2415,14,20,414,295
2416,14,20,414,295
2417,11,16,324,373
2418,15,20,195,260
2419,13,18,310,334
2420,10,13,310,334
2421,11,17,280,295
2422,11,16,324,373
2423,8,12,280,295
2424,24,31,135,142
2425,21,30,201,170
2426,20,28,201,172
2427,18,27,280,254
2428,24,31,135,142
2429,22,31,201,170
2430,21,29,201,172
2431,19,28,280,254
2432,22,30,201,170
2433,15,20,195,260
2434,10,13,310,334
2435,10,13,310,334
2436,20,23,332,367
2437,20,23,332,367
2438,20,23,332,367
2439,20,23,332,367
2440,21,22,332,367
2441,21,22,332,367
2442,21,22,332,367
2443,21,22,332,367
2444,18,25,345,288
2445,18,25,345,288
2446,16,24,500,480
2447,18,25,385,310
2448,18,25,385,310
2449,10,13,310,334
2450,13,17,310,334
2451,9,12,310,334
2452,13,17,310,334
2453,19,26,310,266
2454,19,27,320,273
2455,19,27,255,214
2456,13,22,600,560
2457,13,22,600,560
2458,19,26,310,266
2459,19,27,255,214
2460,20,24,380,427
2461,15,22,300,295
2462,15,22,500,516
2463,16,23,300,295
2464,16,22,400,369
2465,12,19,550,553
2466,12,19,500,516
2467,11,17,405,369
2468,13,18,405,369
2469,11,17,405,369
2470,14,20,290,273
2471,13,19,385,369
2472,14,20,290,273
2473,24,31,135,142
2474,8,12,280,295
2475,11,16,324,373
2476,8,12,280,295
2477,11,16,324,373
2478,22,32,155,150
2479,22,30,155,150
2480,16,23,155,150
2481,22,30,155,150
2482,16,23,172,167
2483,22,30,172,167
2484,22,32,155,150
2485,22,30,155,150
2486,16,23,155,150
2487,22,30,155,150
2488,16,22,172,167
2489,15,21,172,167
2490,21,29,260,260
2491,19,29,260,260
2492,16,23,155,150
2493,22,30,155,150
2494,16,23,155,150
2495,22,30,155,150
2496,22,32,155,150
2497,16,22,155,150
2498,22,30,172,167
2499,15,21,172,167
2500,18,26,408,310
2501,19,27,265,221
2502,19,27,330,273
2503,19,26,320,273
2504,19,27,265,221
2505,19,26,320,273
2506,13,22,300,262
2507,18,30,300,262
2508,18,30,300,262
2509,14,22,211,216
2510,14,22,211,216
2511,17,27,230,235
2512,19,24,224,226
2513,21,27,170,174
2514,21,27,170,174
2515,21,27,170,174
2516,21,27,170,174
2517,19,24,224,226
2518,14,22,211,216
2519,18,29,211,216
2520,13,20,230,235
2521,16,22,288,270
2522,17,24,288,270
2523,17,24,288,270
2524,17,24,288,270
2525,16,22,288,270
2526,16,22,288,270
2527,17,24,288,270
2528,16,22,288,270
2529,16,22,288,270
2530,17,24,288,270
2531,16,22,288,270
2532,17,24,288,270
2533,19,26,166,162
2534,19,25,166,162
2535,19,23,166,162
2536,19,25,166,162
2537,19,23,166,162
2538,19,30,182,172
2539,17,27,280,259
2540,16,26,280,259
2541,19,30,182,172
2542,19,30,182,172
2543,16,25,252,215
2544,17,27,280,259
2545,17,26,255,217
2546,17,26,255,217
2547,19,26,166,162
2548,19,25,166,162
2549,19,23,166,162
2550,19,25,166,162
2551,17,23,230,213
2552,19,25,166,162
2553,19,23,166,162
2554,17,23,230,213
2555,19,23,166,162
2556,11,16,324,373
2557,8,12,324,373
2558,18,27,248,250
2559,18,27,248,250
2560,18,27,248,250
2561,19,28,248,250
2562,19,28,248,250
2563,11,16,324,373
2564,11,16,324,373
2565,15,20,195,260
2566,10,13,310,334
2567,10,13,310,334
2568,8,12,280,295
2569,8,12,324,373
2570,10,14,302,305
2571,10,16,280,295
2572,8,12,280,295
2573,15,20,195,260
2574,8,12,280,295
2575,21,27,170,174
2576,21,27,170,174
2577,16,23,244,240
2578,16,23,244,240
2579,17,25,244,245
2580,17,25,244,245
2581,10,13,310,334
2582,13,17,310,334
2583,10,13,310,334
2584,9,12,310,334
2585,21,31,185,170
2586,20,29,185,170
2587,15,20,195,260
2588,13,18,310,334
2589,21,31,185,170
2590,20,29,185,170
2591,20,29,185,170
2592,20,29,210,221
2593,20,29,210,221
2594,19,27,210,221
2595,19,27,210,221
2596,19,27,210,221
2597,20,29,210,221
2598,20,29,210,221
2599,19,27,210,221
2600,23,33,150,140
2601,23,32,150,140
2602,23,33,150,140
2603,22,30,150,140
2604,22,30,150,140
2605,22,30,150,140
2606,23,33,150,140
2607,23,32,150,140
2608,23,33,150,140
2609,19,28,210,221
2610,19,28,210,221
2611,21,31,210,221
2612,17,27,210,221
2613,17,27,210,221
2614,21,31,210,221
2615,20,29,210,221
2616,20,29,210,221
2617,19,24,224,226
2618,20,27,170,170
2619,20,26,170,170
2620,20,26,170,170
2621,19,24,224,226
2622,20,27,170,170
2623,20,26,170,170
2624,19,27,268,248
2625,18,25,303,274
2626,19,26,303,274
2627,17,24,342,339
2628,25,34,148,145
2629,25,34,148,145
2630,25,34,148,145
2631,25,34,148,145
2632,13,20,227,237
2633,13,20,227,237
2634,15,23,292,288
2635,13,20,227,237
2636,17,26,227,237
2637,17,26,227,237
2638,17,26,227,237
2639,13,20,227,237
2640,17,26,227,237
2641,17,26,227,237
2642,17,26,227,237
2643,15,22,292,288
2644,17,26,227,237
2645,13,21,220,258
2646,19,30,182,172
2647,11,17,470,443
2648,13,20,470,443
2649,19,28,210,221
2650,17,27,210,221
2651,17,27,210,221
2652,20,29,210,221
2653,19,28,210,221
2654,21,31,210,221
2655,16,23,290,260
2656,16,22,290,260
2657,16,23,290,260
2658,14,20,360,390
2659,12,16,290,260
2660,13,19,360,390
2661,13,17,290,260
2662,14,20,360,390
2663,12,16,290,260
2664,13,19,360,390
2665,16,23,290,260
2666,14,20,360,390
2667,16,22,290,260
2668,13,19,360,390
2669,16,23,290,260
2670,14,20,360,390
2671,16,22,290,260
2672,13,19,360,390
2673,12,16,290,260
2674,13,19,360,390
2675,20,29,210,221
2676,21,31,210,221
2677,11,17,470,443
2678,13,20,470,443
2679,18,25,265,244
2680,19,25,265,244
2681,20,26,170,170
2682,20,27,170,170
2683,20,26,170,170
2684,20,27,170,170
2685,17,23,305,290
2686,20,27,170,170
2687,20,26,170,170
2688,16,21,210,235
2689,14,20,357,389
2690,15,20,210,235
2691,13,19,357,389
2692,16,21,210,235
2693,14,20,357,389
2694,15,20,210,235
2695,13,19,357,389
2696,12,16,420,420
2697,16,23,620,516
2698,16,22,210,235
2699,15,21,210,235
2700,16,22,210,235
2701,15,21,210,235
2702,16,22,210,235
2703,15,21,210,235
2704,16,22,210,235
2705,15,21,210,235
2706,16,22,210,235
2707,15,21,210,235
2708,16,22,210,235
2709,15,21,210,235
2710,15,21,210,235
2711,15,22,230,234
2712,15,22,230,234
2713,15,22,230,234
2714,15,22,230,234
2715,12,17,375,375
2716,12,17,375,375
2717,12,17,375,375
2718,12,17,375,375
2719,16,22,210,235
2720,15,21,210,235
2721,16,22,210,235
2722,15,21,210,235
2723,15,21,210,235
2724,12,18,510,461
2725,12,18,375,375
2726,12,18,375,375
2727,12,18,510,461
2728,12,18,375,375
2729,18,28,240,251
2730,18,28,240,251
2731,18,28,240,251
2732,18,28,240,251
2733,18,28,240,251
2734,18,29,173,166
2735,14,21,283,260
2736,19,29,283,260
2737,9,16,540,434
2738,13,18,375,375
2739,12,17,510,461
2740,13,18,375,375
2741,20,29,173,166
2742,13,19,186,191
2743,16,27,235,232
2744,13,18,375,375
2745,12,17,510,461
2746,21,30,173,166
2747,21,30,173,166
2748,12,17,510,461
2749,21,31,210,221
2750,21,31,210,221
2751,17,27,210,221
2752,19,28,210,221
2753,19,27,210,221
2754,20,29,210,221
2755,23,31,180,173
2756,23,31,180,173
2757,23,31,180,173
2758,23,31,180,173
2759,23,31,180,173
2760,23,31,180,173
2761,20,27,161,162
2762,21,29,161,162
2763,11,17,470,443
2764,13,20,470,443
2765,20,27,161,162
2766,21,29,161,162
2767,11,17,470,443
2768,13,20,470,443
2769,20,29,210,221
2770,19,27,210,221
2771,21,31,210,221
2772,17,27,210,221
2773,19,27,210,221
2774,29,37,121,114
2775,28,36,121,114
2776,27,35,181,177
2777,26,34,181,177
2778,25,33,208,192
2779,29,37,121,114
2780,28,36,121,114
2781,27,35,181,177
2782,26,34,181,177
2783,25,33,208,192
2784,28,37,118,114
2785,25,33,118,114
2786,26,34,172,177
2787,24,32,172,177
2788,25,33,208,192
2789,27,35,121,114
2790,27,35,121,114
2791,27,35,181,177
2792,26,34,181,177
2793,25,33,208,192
2794,28,35,121,114
2795,27,36,121,114
2796,27,35,181,177
2797,26,34,181,177
2798,25,33,208,192
2799,28,36,118,114
2800,25,33,118,114
2801,26,34,172,177
2802,24,32,172,177
2803,25,33,208,192
2804,16,23,385,380
2805,15,22,385,380
2806,15,21,470,424
2807,15,21,470,424
2808,15,21,510,461
2809,15,21,510,461
2810,22,33,169,160
2811,22,33,169,160
2812,22,33,169,160
2813,17,26,252,251
2814,22,33,169,160
2815,17,26,252,251
2816,16,27,235,232
2817,27,35,121,114
2818,27,35,121,114
2819,27,35,181,177
2820,26,34,181,177
2821,25,33,208,192
2822,11,17,510,420
2823,12,18,510,420
2824,28,35,121,114
2825,27,36,121,114
2826,27,35,181,177
2827,26,34,181,177
2828,25,33,208,192
2829,28,36,118,114
2830,25,33,118,114
2831,26,34,172,177
2832,24,32,172,177
2833,25,33,208,192
2834,13,19,470,443
2835,13,19,470,443
2836,21,30,173,166
2837,20,31,173,166
2838,20,31,173,166
2839,14,21,283,260
2840,16,22,385,380
2841,15,22,510,461
2842,16,24,385,380
2843,15,22,510,461
2844,15,22,510,461
2845,18,27,292,260
2846,18,27,292,260
2847,16,25,363,394
2848,15,23,363,394
2849,16,22,385,380
2850,15,22,510,461
2851,20,26,170,170
2852,20,27,170,170
2853,19,24,224,226
2854,15,22,510,461
2855,16,24,385,380
2856,16,23,385,380
2857,16,23,385,380
2858,15,21,510,461
2859,15,21,470,424
2860,23,29,158,141
2861,23,28,172,165
2862,22,28,172,165
2863,23,29,158,141
2864,23,28,172,165
2865,22,28,172,165
2866,23,28,172,165
2867,22,28,172,165
2868,23,28,172,165
2869,22,28,172,165
2870,18,26,178,190
2871,17,23,250,250
2872,17,25,250,250
2873,17,25,250,250
2874,17,23,250,250
2875,16,25,360,389
2876,16,23,360,389
2877,17,25,250,250
2878,16,25,360,389
2879,13,19,425,420
2880,17,25,283,260
2881,17,25,283,260
2882,17,25,283,260
2883,16,23,197,230
2884,17,25,251,259
2885,16,23,197,230
2886,16,23,197,230
2887,16,25,300,310
2888,16,23,385,380
2889,15,21,470,424
2890,15,21,510,461
2891,23,29,158,141
2892,23,28,172,165
2893,23,28,172,165
2894,23,29,158,141
2895,23,28,172,165
2896,23,28,172,165
2897,23,28,172,165
2898,23,28,172,165
2899,21,27,189,133
2900,20,26,217,155
2901,20,26,218,156
2902,21,27,189,133
2903,20,26,218,156
2904,22,33,169,160
2905,22,33,169,160
2906,22,33,169,160
2907,17,26,252,251
2908,22,33,169,160
2909,17,26,252,251
2910,17,27,276,258
2911,27,35,121,114
2912,25,30,121,114
2913,26,32,181,177
2914,25,32,181,177
2915,25,31,181,177
2916,23,30,181,177
2917,28,35,121,114
2918,25,30,121,114
2919,26,32,181,177
2920,25,32,181,177
2921,25,31,181,177
2922,23,30,181,177
2923,22,30,169,160
2924,22,30,170,158
2925,22,33,169,160
2926,22,33,169,160
2927,17,26,252,251
2928,22,33,169,160
2929,17,26,252,251
2930,20,26,240,170
2931,20,26,257,174
2932,20,26,240,170
2933,20,26,240,170
2934,21,27,257,174
2935,26,35,138,125
2936,25,35,138,125
2937,26,35,138,125
2938,25,35,138,125
2939,26,35,138,125
2940,25,35,138,125
2941,26,34,164,159
2942,13,20,405,339
2943,13,20,433,361
2944,12,19,405,339
2945,12,19,433,361
2946,12,20,433,361
2947,12,19,433,361
2948,12,20,400,339
2949,12,19,430,361
2950,12,19,440,361
2951,15,19,202,237
2952,15,19,202,237
2953,15,19,202,237
2954,15,19,202,237
2955,15,19,202,237
2956,15,19,202,237
2957,15,19,202,237
2958,15,19,202,237
2959,15,19,202,237
2960,15,19,202,237
2961,15,19,202,237
2962,15,19,202,237
2963,15,19,202,237
2964,15,19,202,237
2965,15,19,202,237
2966,15,19,202,237
2967,15,19,202,237
2968,15,19,202,237
2969,15,19,202,237
2970,15,19,202,237
2971,15,19,202,237
2972,15,19,202,237
2973,15,19,202,237
2974,15,19,202,237
2975,15,19,202,237
2976,15,19,205,240
2977,15,19,205,240
2978,15,19,205,240
2979,15,19,205,240
2980,15,19,205,240
2981,15,19,205,240
2982,15,20,205,240
2983,15,19,205,240
2984,15,19,205,240
2985,15,20,205,240
2986,15,19,205,240
2987,15,19,205,240
2988,15,19,205,240
2989,15,19,205,240
2990,15,19,205,240
2991,18,25,185,190
2992,18,24,185,190
2993,17,23,185,190
2994,17,23,242,242
2995,17,23,242,242
2996,12,20,400,339
2997,12,19,425,361
2998,12,19,433,361
2999,15,20,250,247
3000,15,20,250,247
3001,15,20,250,247
3002,15,20,250,247
3003,15,20,250,247
3004,15,20,250,247
3005,29,37,121,114
3006,28,36,121,114
3007,27,35,181,177
3008,26,34,181,177
3009,25,33,208,192
3010,12,17,224,275
3011,12,17,224,275
3012,21,28,171,171
3013,20,26,171,171
3014,14,19,240,223
3015,18,23,240,223
3016,21,28,171,171
3017,20,26,171,171
3018,14,19,240,223
3019,13,17,240,223
3020,17,24,175,205
3021,17,25,251,259
3022,11,17,500,383
3023,11,17,500,383
3024,17,24,260,225
3025,17,24,260,225
3026,25,35,178,170
3027,25,35,178,170
3028,25,35,178,170
3029,21,30,268,248
3030,25,35,178,170
3031,21,30,268,248
3032,19,25,240,221
3033,19,26,300,300
3034,17,20,260,271
3035,15,18,260,271
3036,17,20,260,271
3037,26,35,138,125
3038,25,35,138,125
3039,26,35,138,125
3040,29,40,138,148
3041,25,35,138,125
3042,26,35,138,125
3043,29,40,138,148
3044,25,35,138,125
3045,15,21,260,225
3046,19,26,265,425
3047,14,19,350,350
3048,15,21,320,335
3049,11,16,320,335
3050,11,16,320,335
3051,15,21,320,335
3052,15,21,320,335
3053,15,21,320,335
3054,19,26,265,425
3055,14,20,400,450
3056,16,23,300,300
3057,16,23,300,300
3058,16,23,300,300
3059,10,16,352,382
3060,10,15,352,382
3061,10,16,352,382
3062,10,15,352,382
3063,15,21,320,335
3064,15,21,320,335
